2011,1,10,486325.0
2011,1,11,486325.0
2011,1,12,486325.0
2011,1,13,-32195.0
2011,1,14,-31675.0
2011,1,18,-17329.999999999942
2011,1,19,5545.0000000000582
2011,1,20,15225.0
2011,1,21,22964.999999999942
2011,1,24,23390.0
2011,1,25,24705.000000000058
2011,1,26,19430.0
2011,1,27,20800.0
2011,1,28,8225.0
2011,1,31,13925.0
2011,2,1,22280.0
2011,2,2,23265.0
2011,2,3,23535.0
2011,2,4,22295.0
2011,2,7,18215.0
2011,2,8,26045.0
2011,2,9,15845.0
2011,2,10,349175.0
2011,2,11,351290.0
2011,2,14,357285.0
2011,2,15,342925.0
2011,2,16,343270.0
2011,2,17,355675.0
2011,2,18,376985.0
2011,2,22,367240.0
2011,2,23,361775.0
2011,2,24,356845.0
2011,2,25,353665.0
2011,2,28,348610.0
2011,3,1,331260.0
2011,3,2,328955.0
2011,3,3,-1280331.0
2011,3,4,-1271381.0
2011,3,7,-1252721.0
2011,3,8,-1259621.0
2011,3,9,-1262902.0
2011,3,10,-1246284.0
2011,3,11,-1248616.0
2011,3,14,-1240923.0
2011,3,15,-1227044.0
2011,3,16,-1186530.0
2011,3,17,-1192931.0
2011,3,18,-1191678.0
2011,3,21,-1216041.0
2011,3,22,-1221535.0
2011,3,23,-1226566.0
2011,3,24,-1240568.0
2011,3,25,-1244421.0
2011,3,28,-1237209.0
2011,3,29,-1248561.0
2011,3,30,-1241800.0
2011,3,31,-1246814.0
2011,4,1,-1246369.0
2011,4,4,-1236390.0
2011,4,5,-1211578.0
2011,4,6,-1216463.0
2011,4,7,-1220771.0
2011,4,8,-1212915.0
2011,4,11,-1208675.0
2011,4,12,-1210695.0
2011,4,13,-1223580.0
2011,4,14,-1221369.0
2011,4,15,-1165447.0
2011,4,18,-1172338.0
2011,4,19,-1172055.0
2011,4,20,-1174250.0
2011,4,21,-1190981.0
2011,4,25,-1193614.0
2011,4,26,-1194503.0
2011,4,27,-1201734.0
2011,4,28,-1199506.0
2011,4,29,-1207706.0
2011,5,2,-1203885.0
2011,5,3,-828765.0
2011,5,4,-839335.0
2011,5,5,-845585.0
2011,5,6,-845555.00000000012
2011,5,9,-847070.0
2011,5,10,-852265.0
2011,5,11,-851925.0
2011,5,12,-846705.0
2011,5,13,-836300.0
2011,5,16,-818479.99999999988
2011,5,17,-831640.0
2011,5,18,-831355.0
2011,5,19,-831200.0
2011,5,20,-819700.0
2011,5,23,-819280.0
2011,5,24,-813760.0
2011,5,25,-819734.99999999988
2011,5,26,-814660.0
2011,5,27,-819605.0
2011,5,31,-837850.0
2011,6,1,-840265.0
2011,6,2,-847115.0
2011,6,3,-1087880.0
2011,6,6,-1080330.0
2011,6,7,-1066962.0
2011,6,8,-1066507.0
2011,6,9,-1062912.0
2011,6,10,-558579.0
2011,6,13,-555126.0
2011,6,14,-550293.0
2011,6,15,-552674.0
2011,6,16,-550884.0
2011,6,17,-548055.0
2011,6,20,-552697.0
2011,6,21,-549661.0
2011,6,22,-548117.0
2011,6,23,-537955.0
2011,6,24,-541646.0
2011,6,27,-546593.0
2011,6,28,-554626.0
2011,6,29,-559279.0
2011,6,30,-564946.0
2011,7,1,-577835.0
2011,7,5,-586418.0
2011,7,6,-594186.0
2011,7,7,-591679.0
2011,7,8,-573850.0
2011,7,11,-573122.0
2011,7,12,-577090.0
2011,7,13,-574747.0
2011,7,14,-566390.0
2011,7,15,-627773.0
2011,7,18,-614979.0
2011,7,19,-647778.0
2011,7,20,-624690.0
2011,7,21,-633107.0
2011,7,22,-637259.0
2011,7,25,-629485.0
2011,7,26,-625392.0
2011,7,27,-622102.0
2011,7,28,-635631.0
2011,7,29,-636834.0
2011,8,1,-22750.0
2011,8,2,-29497.649999999936
2011,8,3,-28642.0
2011,8,4,-36846.25
2011,8,5,-42459.850000000006
2011,8,8,-61347.75
2011,8,9,-46581.199999999983
2011,8,10,-45432.199999999983
2011,8,11,-33768.799999999988
2011,8,12,-33082.0
2011,8,15,-31665.29999999993
2011,8,16,-31563.649999999994
2011,8,17,-29441.899999999994
2011,8,18,-32790.049999999988
2011,8,19,-27849.250000000058
2011,8,22,-30988.0
2011,8,23,-15233.75
2011,8,24,-20915.600000000006
2011,8,25,-26874.849999999948
2011,8,26,-23685.949999999983
2011,8,29,-22254.04999999993
2011,8,30,-22796.149999999994
2011,8,31,-26582.449999999983
2011,9,1,-27583.150000000052
2011,9,2,-29882.850000000006
2011,9,6,-20697.549999999988
2011,9,7,-13581.299999999988
2011,9,8,-9902.4499999999825
2011,9,9,-11774.399999999994
2011,9,12,-9257.25
2011,9,13,-7701.25
2011,9,14,-10838.5
2011,9,15,-10948.449999999983
2011,9,16,-9537.0499999999884
2011,9,19,-42.5
2011,9,20,-1863.2999999999884
2011,9,21,-5576.6499999999942
2011,9,22,-13340.949999999983
2011,9,23,-12727.699999999983
2011,9,26,-21855.600000000006
2011,9,27,-32757.350000000006
2011,9,28,-37711.850000000006
2011,9,29,-43472.149999999994
2011,9,30,-44696.850000000006
2011,10,3,-52393.25
2011,10,4,-53329.149999999994
2011,10,5,-49066.149999999994
2011,10,6,-66884.699999999983
2011,10,7,-79621.25
2011,10,10,-61101.0
2011,10,11,-42349.549999999988
2011,10,12,-40498.149999999994
2011,10,13,-39057.100000000006
2011,10,14,-29854.049999999988
2011,10,17,-21314.199999999983
2011,10,18,11997.300000000017
2011,10,19,-12664.149999999994
2011,10,20,-15217.5
2011,10,21,-27294.600000000006
2011,10,24,-14026.75
2011,10,25,-19580.449999999983
2011,10,26,-15150.699999999983
2011,10,27,-20585.5
2011,10,28,-27135.350000000006
2011,10,31,-31180.850000000064
2011,11,1,-38111.399999999994
2011,11,2,-40131.749999999942
2011,11,3,-39231.149999999994
2011,11,4,-40876.350000000006
2011,11,7,-41940.799999999988
2011,11,8,-32490.350000000006
2011,11,9,-37950.900000000052
2011,11,10,-48123.04999999993
2011,11,11,-58791.899999999994
2011,11,14,-68420.649999999994
2011,11,15,-61232.449999999983
2011,11,16,-62155.5
2011,11,17,-69027.499999999942
2011,11,18,-69885.049999999988
2011,11,21,-67786.350000000006
2011,11,22,-61693.649999999994
2011,11,23,-67285.699999999983
2011,11,25,-70781.649999999994
2011,11,28,-66342.100000000006
2011,11,29,-61005.799999999988
2011,11,30,-60369.100000000006
2011,12,1,-61669.0
2011,12,2,-60600.449999999983
2011,12,5,-58173.399999999994
2011,12,6,-65992.0
2011,12,7,-70826.100000000064
2011,12,8,-65227.399999999936
2011,12,9,-66254.75
2011,12,12,-65585.100000000064
2011,12,13,-63915.299999999988
2011,12,14,-70184.5
2011,12,15,-65313.350000000006
2011,12,16,-49747.449999999983
2011,12,19,-48368.299999999988
2011,12,20,-511965.00000000012
